shoe_name,url,positive_text,negative_text
New Balance TWO WXY v4,https://runrepeat.com/new-balance-two-wxy-v4,"Who should buy: Players who want a stable, supportive, durable shoe that can handle some outdoor play
Pros: Outsole durability, low weight, toe-drag resistance, a balanced midsole, twist protection, and a stable platform","Who should not buy: Players who need airflow or a wider fit
Cons: Poor breathability and a narrow shape for wider feet"
Nike Precision 6,https://runrepeat.com/nike-precision-6,"Who should buy: Budget players who want lightweight comfort, court feel, ankle support, and some outdoor usefulness
Pros: Clean-court grip, comfort, a wide stable base, ankle support, smooth transitions, breathability, affordability, and low weight","Who should not buy: Dusty floors, players who need more impact protection, wide-footers, or those wanting a more durable upper
Cons: Dust pickup, limited cushioning, weaker upper durability, and a narrower fit"
Jordan One Take 5,https://runrepeat.com/jordan-one-take-5,"Who should buy: Players who want lockdown, bounce, shock absorption, and a rebound-friendly shoe that can also pass as a casual sneaker
Pros: Containment, zoom air bounce, cushioning, support, traction, and comfort","Who should not buy: Players who want instant comfort or better outsole longevity
Cons: A break-in period and weaker outsole durability"
Nike Air Deldon,https://runrepeat.com/nike-air-deldon,"Who should buy: Players who want comfort, cushioning, support, and easy entry in a durable indoor-focused shoe
Pros: Clean-court grip, comfortable upper materials, impact protection, energy return, support, easy on-and-off, and toe-drag durability","Who should not buy: Wide feet, players who want good airflow, or those who hate dust pickup and break-in
Cons: A long break-in, narrow fit, dust sensitivity, and poor breathability"
Reebok Answer DMX,https://runrepeat.com/reebok-answer-dmx,"Who should buy: Retro fans and players who want durability, support, impact protection, and classic iverson style
Pros: Very good durability, cushioning, comfort, stability, and value","Who should not buy: Players who want a lighter or more breathable hoop shoe
Cons: Weak breathability and heavy weight"
Reebok Shaq Attaq,https://runrepeat.com/reebok-shaq-attaq,"Who should buy: Bigger players and centers who want cushioning, ankle support, containment, and durable retro construction
Pros: Cushioning, versatile traction, durable materials, containment, ankle support, and twist resistance","Who should not buy: Players who want a lighter or cooler-running shoe
Cons: Poor breathability and a heavy build"
Adidas Harden Stepback 3,https://runrepeat.com/adidas-harden-stepback-3,"Who should buy: Players who want court feel, traction, stability, orthotic compatibility, and strong value
Pros: Grip, ground feel, comfort, support, a wide stable platform, and affordability","Who should not buy: Players who want a very light shoe, better breathability, or a more durable upper
Cons: Some extra weight, only average airflow, and poor upper durability"
Under Armour Curry Flow 10,https://runrepeat.com/under-armour-curry-10,"Who should buy: Guards and aggressive scorers who want quick shifts, explosive runs, and energized jumping in a curry-style low top
Pros: Its fast and explosive feel, guard-friendly movement, and the kind of lively performance that helps players attack defenders and score","Who should not buy: Players looking for a slower, more traditional, heavily protective build
Cons: That its design is clearly tuned toward speed and explosiveness rather than a bulky, power-player experience"
Reebok Answer IV,https://runrepeat.com/reebok-answer-iv,"Who should buy: Retro lovers who want elite support, lockdown, leather quality, and classic iverson style with decent forefoot grip
Pros: Its iconic design, premium leather, strong stability, excellent lockdown, and lower weight compared with other reebok classics","Who should not buy: Players who want ventilation, plush cushioning, or a roomier forefoot
Cons: Zero breathability, underwhelming cushioning, and a tapered toe box"
New Balance Kawhi IV,https://runrepeat.com/new-balance-kawhi-iv,"Who should buy: Players who want plush comfort, breathability, strong support, and a versatile all-around performer with some bounce and good traction
Pros: Padded comfort, a breathable upper, excellent lateral support and lockdown, soft cushioning with some bounce, durable grip, toe-drag friendliness, and smooth transitions","Who should not buy: Players who want more court feel or a very light shoe
Cons: Limited ground feel and a heavier build"
