shoe_name,url,positive_text,negative_text
ASICS Gel Kayano 28,https://runrepeat.com/asics-gel-kayano-28,"Who should buy: The ASICS Gel Kayano 28 is for the runner who needs extra stability underfoot to help with overpronation. It’s a daily trainer that’s been completely updated for 2021 with fresh, exciting midsole materials and a less rigid design letting your foot flex through your gait cycle. Pros: Familiar Kayano fit, roomier toebox, no lace bite, added pep, no medial post, lost weight, Kayano durability.","Who should not buy: I don’t think you should buy the Kayano 28 if you are a neutral runner, if you’re looking for a non-plush shoe for warmer climates, or if you suffer from heel slip issues or just enjoy a deep-feeling heel cup. Cons: Heel slipping, overly plush, runs warm."
ASICS Gel Kayano 29,https://runrepeat.com/asics-gel-kayano-29,"Who should buy: Don't miss the ASICS Gel Kayano 29 if you're an overpronator who wants a non-bulky support, a long-distance runner who needs lots of protection and cushion, or a road runner who highly values durability. Pros: Stable but not harsh, works for all footstrikes, supportive fit, glides you forward, lighter than it seems, long-lasting.","Who should not buy: Although better than its precursor, the Kayano 29 can still use some improvements; the newer Kayano 30 is more breathable, more forgiving, softer, and even has more cushioning, and the Brooks Adrenaline GTS 23 is another strong stability option. Cons: Lacks breathability, expensive, not energetic."
ASICS Gel Kayano 30,https://runrepeat.com/asics-gel-kayano-30,"Who should buy: In our opinion, the ASICS Gel Kayano 30 is the ideal choice for runners who are looking for a stability shoe with an incredible amount of foam, desire a daily trainer that provides a smooth ride without the instability often found in some maximalist shoes, and are high-mileage enthusiasts in search of a stable, well-built, breathable shoe. Pros: Exceptionally cushioned, impressively stable with 4D Guidance System, lighter than it seems, top-notch breathability, better shock absorption, superior durability and comfort, ideal for high-mileage runners, amazing build quality, solid traction.","Who should not buy: The ASICS Gel Kayano 30 might not meet the expectations of runners who prioritize ground feel and a natural running sensation because its substantial stack height combined with soft foam creates a muted ride; in those cases, the Brooks Adrenaline GTS 23 or Saucony Tempus are better options. Cons: Actual drop exceeds stated measurement, midsole might require a break-in period, low energy return."
ASICS Gel Kayano 31,https://runrepeat.com/asics-gel-kayano-31,"Who should buy: We tested the ASICS Kayano 31 in our lab and on various road conditions, and our findings reinforce its status as a top pick for runners seeking comfort and stability. We believe the Gel Kayano 31 is perfect for owners of the v30 looking for an upgrade, those seeking a shoe that provides stability and comfort at slower paces, and marathoners needing a stable workhorse for their easier days. Pros: Excellent stability, ideal for heel strikers, good breathability, comfortable and roomy upper, great for easy paces, maximalist cushioning, a bit lighter than v30, plush FF Blast+ foam, superb traction.","Who should not buy: Models like the Hoka Arahi 7 and ASICS GT 2000 12 provide similar stability but are more streamlined in size and weight, and this model may not be the best choice for runners who land on their forefoot due to its significant heel-to-toe drop; the Saucony Tempus or Hoka Gaviota 5 may align better with that running style. Cons: Big and clunky, not versatile at all, low responsiveness."
ASICS Gel Kayano 32,https://runrepeat.com/asics-gel-kayano-32,"Who should buy: In our view, the ASICS Gel Kayano 32 is a reliable pick for runners who liked version 30 or 31 and want more of the same, anyone seeking great shock absorption and stability at slower paces without relying on a plush midsole, midfoot and forefoot strikers who avoided the Kayano due to its high drop, and heavier runners with light-to-severe pronation looking for a supportive, comfort-driven shoe that also works for casual use. Pros: Amazing shock absorption, plush and breathable upper, made to last, dependable for most pronators, heavy-duty outsole with excellent grip, stable as a table, pillow-soft heel padding, improved fit, excellent build quality.","Who should not buy: The Kayano 32 lacks energy return, especially for its premium price, so runners seeking a lively ride should look at the Adidas Supernova Solution instead; it also feels bottom-heavy due to its ultra-thick midsole and overall weight, so runners who prefer a more agile-feeling trainer may be better served by the ASICS GT 2000 13. Cons: Not for soft-foam lovers, bad energy return, overpriced in Europe."
ASICS Gel Kayano Lite 2,https://runrepeat.com/asics-gel-kayano-lite-2,"Who should buy: If you are a pronator or have a heavy gait cycle and need a little more support in your shoe, the Kayano Lite 2 may be a great option. It’s reimagined how a stability shoe should be built, out of lighter, more modern material, and looks and feels more like a neutral shoe many pronators found off-limits for their needs. If you are a long-time ASICS runner, this shoe will feel familiar yet updated, and if you are a heritage Gel Kayano runner, you should give this newer version a try. Pros: Durable, comfortable, long-lasting outsole, wide toe box, wide stable platform, lightweight for a stability shoe.","Who should not buy: Don’t buy this shoe if you don’t need the added stability it provides, if you need extra stability for severe pronation, or if you are looking for a super plush daily trainer. Cons: No gusseted tongue, breathability, got heavier from v1."
ASICS Gel Kayano Lite 3,https://runrepeat.com/asics-gel-kayano-lite-3,"Who should buy: Stemming from ASICS’ unmatched Kayano collection, we recommend the Kayano Lite 3 to runners with flat feet, overpronation, plantar fasciitis, or any other condition that requires extra arch support, and to fans of the Kayano who want the same stability but in a lighter, springier variant. Pros: Superb arch support, lightweight stability shoe, highly breathable, soft cushioning, out-of-the-box comfort, good for wide feet, sustainable materials.","Who should not buy: If you typically get Wide in running shoes and aren’t sure about the toebox space of the Kayano Lite 3, consider Saucony Tempus instead because it has a spacious toebox and is available in Wide. If it’s the price that makes you doubt the shoe, have a look at the slightly cheaper Brooks Adrenaline GTS 22 and New Balance Fresh Foam 860 v12. Cons: Pricey, no wide widths."
ASICS Gel Kinsei Max,https://runrepeat.com/asics-gel-kinsei-max,"Who should buy: The ASICS Gel Kinsei Max is a solid pick for loyal fans of ASICS' old-school GEL tech eager to enjoy it again in a premium daily trainer, those seeking a comfort-focused shoe for jogging, walking, travel, and light workouts packed with a towering stack for extra underfoot cushion, and casual runners with a generous budget who land on their heels and prioritize comfort. Pros: Deep, plush cushioning, rocker geometry for smooth transitions, excellent for cold weather, amazing stability, high-quality upper, ideal for heel strikers, can be used as a sneaker or travel shoe.","Who should not buy: Those prioritizing a lightweight experience should look at the ASICS Novablast 5, and runners seeking a more dynamic ride may prefer the ASICS Superblast 2 because it offers enhanced responsiveness and reduced weight. Cons: Heavyweight build, not the most spacious toebox, high retail price, low energy return."
ASICS Gel Nimbus 24,https://runrepeat.com/asics-gel-nimbus-24,"Who should buy: The ASICS Gel Nimbus 24 is a daily runner that has the midsole to take you all the way up to marathon distance. Perfect for runners with neutral pronation, it is fast enough for tempo days and comfy enough for recovery runs. Pros: Cloud-like comfort, fits true to size, beautifully padded upper, great heel cup, good lockdown, stable on any terms, responsive midsole.","Who should not buy: The Gel Nimbus 24 would not be the best bet if you need support with overpronation or if you want a lighter shoe. Cons: Bottoming out in the forefoot, grip isn’t too reliable."
ASICS Gel Nimbus 25,https://runrepeat.com/asics-gel-nimbus-25,"Who should buy: The Gel Nimbus 25 is a great choice for runners who enjoy a plush and bouncy ride from their daily trainers, fans of long distance running who want a well-cushioned shoe to comfortably melt the mile markers away, runners looking for a maximalist daily trainer that still feels stable underfoot, mild pronators who don’t want a dedicated stability shoe, and casual runners in the market for a comfortable shoe that’s also stylish enough for walks around town. Pros: Sweet marshmallowy ride, feels surprisingly stable underfoot, great at gobbling up miles, generously padded and extremely comfortable, snug performance-style fit, no break-in period needed, sleek and sustainable design, good traction.","Who should not buy: The Gel Nimbus 25 is not ideal if you want an effective tempo-training partner, a shoe with enough airflow for muggy summer runs, or a shoe that is built to withstand extreme weather and cold with consistent softness and flexibility. Cons: Lackluster breathability, not for wide feet, not responsive enough for high speeds, budget buster."
ASICS Gel Nimbus 26,https://runrepeat.com/asics-gel-nimbus-26,"Who should buy: We highly recommend the ASICS Nimbus 26 for runners seeking a luxurious, comfortable experience on easy and moderate runs, ASICS fans desiring a super-cushioned shoe for long distances and daily training, and those who prioritize top-notch uppers because the Nimbus 26's knit material offers a premium feel, excellent lockdown, good ventilation, and ample toebox space. Pros: Premium all-around comfort, enhanced toebox design, exceptional traction, best-in-series outsole, ideal for long distances, superb knit upper, surprisingly stable, a dream for heel strikers.","Who should not buy: The Nimbus 26 is not recommended for runners seeking a lightweight shoe for uptempo paces, for runners turned off by its price point, or for those seeking a more affordable yet similarly cushioned option. Cons: Increased weight, limited energy return, tongue lacks padding."
ASICS Gel Nimbus 27,https://runrepeat.com/asics-gel-nimbus-27,"Who should buy: After testing the ASICS Nimbus 27 in the lab, it is ideal for those who loved the Nimbus 25 and 26 because it sticks to the same proven formula with smart refinements and even more cushioning underfoot, for runners wanting a standout maximalist daily trainer for slow to moderate paces with a firmer and more stable ride, and for those who prioritize upper comfort, breathability, and premium-quality materials. Pros: Even more foam underfoot, premium-feel breathable upper, fantastic stability, improved toebox with extra wiggle room, flexible knit tongue, true maximalist comfort for recovery runs, amazing heel lockdown, top-tier grip.","Who should not buy: The Nimbus 27 is not the best pick if weight is a concern or if you expect a plush midsole and pillowy landings. Cons: Feels bulky and heavy, minor price increase, lacks energy return."
ASICS Gel Nimbus 28,https://runrepeat.com/asics-gel-nimbus-28,"Who should buy: After testing the ASICS Gel Nimbus 28 in the lab and on the road, loyal Nimbus buyers can confidently upgrade again because this version is a clear step forward from the 27, runners who value comfort over performance will feel right at home, and midfoot and forefoot strikers will benefit the most because this is one of the most suitable Nimbus versions for those strike patterns. Pros: Excellent step-in comfort, high shock absorption, true max-stack midsole, stable despite its size, grippy Hybrid ASICSGRIP outsole, lighter than previous version, good for cold weather, fantastic lockdown, ideal for easy runs.","Who should not buy: The Nimbus 28 is not the best choice if you expect bounce or if you are chasing a cloud-like ride and super-soft cushioning. Cons: Poor energy return, second price hike in a row, breathability could be better."
ASICS Gel Nimbus Lite 3,https://runrepeat.com/asics-gel-nimbus-lite-3,"Pros: Fits true to size, incredible comfort, lightweight, comfy upper, great heel cup, good lockdown, stable, good flexibility in all weather.","Cons: Midsole is unresponsive, grip could be better, concerns over durability of exposed midsole."
ASICS Gel Pulse 11,https://runrepeat.com/asics-gel-pulse-11,"Who should buy: The ASICS Gel Pulse 11 is a neutral running shoe that provides a nice amount of padding and average drop for a comfortable ride on the tarmac, and it is a great option for those who just want a running shoe without all the bells and whistles. Pros: Fits true to size, good cushioning, great heel-strike cushioning, one-piece upper, excellent grip, no break-in period.","Who should not buy: It is best to avoid the ASICS Gel Pulse 11 if you overpronate because it offers no stability control for overpronators, or if you supinate. Cons: Could have better lacing, no support for pronation."
ASICS Gel Pulse 13,https://runrepeat.com/asics-gel-pulse-13,"Who should buy: The Gel Pulse 13 is a great budget shoe for road runners looking for a soft and cushy daily trainer, a good starter shoe for those just getting into running, or a running shoe that can double as a walking shoe and gym trainer. Pros: Soft cushion for easy days, no break-in period needed, outsole is grippy and durable, supports moderately flat feet, roomy toebox, perfect for beginners, budget-friendly.","Who should not buy: The Gel Pulse 13 is not for runners who want a daily trainer that is fun at quick paces, and it is also not the best option for narrow-footed runners because it runs a little wide. Cons: Not for narrow feet, lacks responsiveness, toebox durability leaves much to be desired."
ASICS Gel Pulse 14,https://runrepeat.com/asics-gel-pulse-14,"Who should buy: We recommend the Gel Pulse 14 as an excellent choice for those in the market for a comfy road shoe for easy runs of short to moderate distances, heel-striking runners with a neutral stride looking for a well-cushioned daily trainer, people in colder climates who need a warm shoe that performs consistently year-round, and casual runners who want a general fitness shoe that won't break the bank. Pros: Well-cushioned and comfortable, generously padded interior, great for easy runs and recovery days, flexible and forgiving on the foot, reliable traction, secure lockdown, accommodating toebox, feels decently stable, good for cold winter runs, works well as a gym/walking shoe, lots of colorway options.","Who should not buy: The Gel Pulse 14 is not ideal for forefoot strikers, runners who want a more responsive shoe for speedier sessions, runners looking for more cushioning for long-distance running, or overpronators who need more support. Cons: Average breathability at best, could be lighter, not ideal for forefoot strikers, midsole lacks responsiveness."
ASICS Gel Pulse 15,https://runrepeat.com/asics-gel-pulse-15,"Who should buy: We confidently recommend the ASICS Gel Pulse 15 for those who previously found the Gel Pulse 13 or 14 too heavy or unresponsive because this version is lighter and bouncier, for beginners in search of an affordable and reliable shoe versatile enough for various running scenarios and daily activities, and for heel-striking runners needing mild stability without the hefty price tag. Pros: Exceptional value, durable design, excellent stability, superb weight reduction, good comfort, versatile for multiple activities, better than ever for long runs, improved for heel strikers.","Who should not buy: The Gel Pulse 15 is not the best option for runners who crave a bouncy ride with stronger energy return, and it is also not ideal for runners who tend to wear out their outsole quickly because it lacks sufficient coverage for maximum durability. Cons: Breathability, subpar energy return even for a cheap shoe, rigid heel counter."
ASICS Gel Pulse 16,https://runrepeat.com/asics-gel-pulse-16,"Who should buy: Based on lab tests and run sessions, the ASICS Gel Pulse 16 is a solid option for beginners who want a stable ride and an outsole that holds up well over time, heel strikers looking for a dependable daily trainer for easy and steady mileage at a fair price, and budget-focused runners who want a lightweight feel underfoot. Pros: Very stable ride, surprisingly lightweight, durable and grippy outsole, good cushioning, upper features recycled materials, excellent value for money, beginner-friendly.","Who should not buy: The Gel Pulse 16 should be skipped by runners chasing energy return and by wider-footed runners who may be bothered by the tapered toebox. Cons: Upper needs improvements, very low energy return, tapered toebox."
ASICS Gel Trabuco 12,https://runrepeat.com/asics-gel-trabuco-12,"Who should buy: We believe the ASICS Gel Trabuco 12 is an outstanding choice for trail enthusiasts seeking a single reliable shoe for diverse conditions because it is a versatile, value-oriented trail partner for varied terrain and speeds, offers heel strikers exceptional comfort with softer landings thanks to its PureGEL technology, and mirrors the reliability and comfort of a daily trainer for the roads but tailored for the trails. Pros: Durable upper, high versatility, excellent stability, incredible traction on varied terrains, all-around comfort, delivers on multiple surfaces, gusseted tongue, competitively priced.","Who should not buy: The Gel Trabuco 12 is not ideal if you want a lighter trail shoe or if you value more springy and responsive energy return from the midsole. Cons: Limited energy return from EVA foam, heavier than many rivals, slow mud clearance."
ASICS Gel Trabuco 13,https://runrepeat.com/asics-gel-trabuco-13,"Who should buy: After testing the Gel Trabuco 13, it is an excellent choice for anyone looking for their first adventure-ready shoe with a seamless transition from road to trail, runners seeking a stable, durable, and reasonably priced trail running shoe built for versatility, and runners who owned the Trabuco 10 or 11 and skipped the 12 because this version finally features FF Blast+. Pros: Stellar value for its durability, improved stability, lighter than its predecessor, rugged ASICSGRIP outsole grips well, flexible rock plate adds some protection, improved transitions for heel strikers, new GEL insert in the heel, can handle some road segments.","Who should not buy: The Gel Trabuco 13 is not the best pick for those seeking an ultra-plush high-stack trail shoe, and runners with wide feet may find it too restrictive because the toebox lacks the spaciousness needed for natural toe splay. Cons: Ultra-stiff construction limits hiking comfort, heel counter feels rigid, not for wide feet."
ASICS Gel Venture 10,https://runrepeat.com/asics-gel-venture-10,"Who should buy: The ASICS Gel Venture 10 is a solid pick for beginners looking for a versatile and cheap option for all outdoor adventures, trail runners needing one do-it-all shoe that handles different surfaces and offers strong value, and runners wanting a budget-friendly door-to-trail shoe that also works for casual use or travel. Pros: Fantastic durability, amazing value, ideal for beginners, softer Amplifoam midsole, versatile for trail, travel, and casual wear, improved upper, plush tongue with pressure-free lacing, trail-inspired details at a budget price.","Who should not buy: The Gel Venture 10 falls short for runners who expect a comfort-focused protective ride because it features low shock absorption, and the ultra-narrow toebox and tapered silhouette make it a poor fit for many runners outside narrow-footed ones. Cons: Only for narrow feet, heavy, low shock absorption and energy return."
ASICS Gel Venture 8,https://runrepeat.com/asics-gel-venture-8,"Who should buy: trail runners, hikers, walkers, and heel strikers who want a versatile budget-friendly shoe with good breathability for summer outings. Pros: outstanding value, breathable upper, stable ride, tough outsole, hiking/walking versatility, and GEL cushioning.","Who should not buy: forefoot strikers, runners wanting a springier midsole, or wide-footed users. Cons: limited energy return, low forefoot cushioning, and some upper durability concerns."
ASICS Gel Venture 9,https://runrepeat.com/asics-gel-venture-9,"Who should buy: This ASICS trail shoe is an ideal choice for runners seeking a wallet-friendly cushioned trail running shoe, a versatile all-rounder that handles trail running hiking and even road running when necessary, and a shoe with a classic design that doesn't draw undue attention. Pros: Fantastic value, summer-ready mesh upper, enough stack height, stable ride, good for heel strikers, ready for hiking, GEL technology for amazing impact protection.","Who should not buy: If you're searching for a bouncy ride with a higher-end feel or waterproof features, steer clear of the ASICS Gel Venture 9, and if you're primarily looking for maximum durability for the money there may be better options. Cons: Durability could be better, lacks energy return, heavy."
ASICS GlideRide 3,https://runrepeat.com/asics-glideride-3,"Who should buy: Treat yourself to the third version of the ASICS GlideRide if you want a pair of long-distance running shoes that are comfy and smooth-rolling, or a neutral shoe that has pronounced stability and is lightweight. Pros: Seamless heel-to-toe transitions, very stable, lighter than version 2, dampens impact, welcomes wide feet, secure heel hold, long-lasting, no lace bites, tongue stays in place, awesome value.","Who should not buy: The GlideRide 3 is not the best choice if you are looking for a shoe that can do more and easily pick up the pace beyond easy-run duties. Cons: Warm for the summer months, lacks pop for faster runs."
ASICS Glideride Max,https://runrepeat.com/asics-glideride-max,"Who should buy: runners wanting a highly cushioned long-run shoe with a smooth rocker and easy set-and-forget cruising feel. Pros: deep cushioning, smooth well-balanced rocker, and strong comfort for easy and long miles.","Who should not buy: runners looking for a versatile or speed-friendly trainer, or shoppers sensitive to price. Cons: expensive, stiff build, towering stack, and limited versatility for fartleks or faster work."
ASICS Glideride Max 2,https://runrepeat.com/asics-glideride-max-2,"Who should buy: runners who like guided, rockered daily trainers and want a secure upper, strong outsole grip, and protective cushioning for steady mileage. Pros: fantastic upper, extra-secure grip, and a smooth forward-rolling ride.","Who should not buy: runners who dislike a stiff guided feel or expect high value and lively rebound. Cons: high price, only moderate energy return, and a strong rocker that can feel stiff and restrictive."
ASICS GT 1000 10,https://runrepeat.com/asics-gt-1000-10,"Pros: Fits true to size, great stability shoe, good value, good amount of cushioning, no time to wear in, amazing grip, durable.",Cons: details not fully captured on the page excerpt for this pass.
ASICS GT 1000 11,https://runrepeat.com/asics-gt-1000-11,"Who should buy: Get the GT 1000 11 if you want a supportive road running shoe for both mild to moderate overpronators and neutral runners, or a budget shoe that's light and comfortable for long hours. Pros: Stable ride, unobtrusive for neutral runners, lightweight, comfortable all-day, very affordable price, more flexible than before, perfect fit for narrow feet.","Who should not buy: The GT 1000 11 is not the best option if you suffer from excessive overpronation or if you want room for wide feet. Cons: Not for wide feet, simple looks."
ASICS GT 1000 12,https://runrepeat.com/asics-gt-1000-12,"Who should buy: The ASICS GT 1000 12 is a top pick for folks looking for a budget-friendly and plush stability shoe, runners wanting a do-it-all shoe that offers more stability than the average neutral trainer, and anyone on the hunt for a stability running shoe that offers out-of-this-world breathability and comfort. Pros: Incredible value for the price, cushioned and soft midsole, offers great stability, GEL technology in the heel, perfectly comfortable for cross-training or walking, built to endure long-distance runs, offers exceptional breathability, durable outsole with a long lifespan.","Who should not buy: The GT 1000 12 may not meet expectations if you want a shoe with more cushioning or if you lean toward a natural firmer feel and better energy return. Cons: Flytefoam could offer better energy return, upper lacks durability."
ASICS GT 1000 13,https://runrepeat.com/asics-gt-1000-13,"Who should buy: The ASICS GT 1000 13 is an exceptional choice for runners with just over $100 to spend who want a stable durable and comfortable daily trainer, for fans of the GT 1000 series who want one of the best versions yet with PureGEL technology, and for heel strikers looking for moderate support in a shoe versatile enough for grocery shopping and dog walking. Pros: Enhanced overall comfort, PureGEL technology for softer landings, durable outsole, ready for long runs, doubles for walking or gym sessions, enhanced for heel strikers, reasonable weight.","Who should not buy: The GT 1000 13 falls short for runners seeking a bouncy ride, and it may also not offer the best geometry for runners with an extreme heel-striking technique due to its medium drop. Cons: Price increase, lackluster bounce, breathability downgrade, grip has room for improvement."
ASICS GT 1000 14,https://runrepeat.com/asics-gt-1000-14,"Who should buy: The ASICS GT 1000 14 is a solid pick for runners who want a no-fuss stability daily trainer with top durability and an affordable price, who upgrade their GT 1000 every one or two years and want thoughtful improvements like better shock absorption, or who like the GT 2000 but prefer a more budget-friendly option. Pros: Supercharged stability, ideal for heel strikers, still offers amazing value, fuss-free durable design, improved outsole traction, comfortable for everyday wear, great step-in feel, improved foam from v13.","Who should not buy: The GT 1000 14 is not a good fit for runners training in warm climates because the upper lacks airflow and traps heat, and it also falls short for runners after a bounce-filled ride because the EVA-based FF Blast midsole lacks responsiveness. Cons: Bad breathability, still lacks energy return, boring ride."
ASICS GT 1000 9,https://runrepeat.com/asics-gt-1000-9,"Who should buy: The GT 1000 9 is perfect if you're looking for a reasonably priced stability shoe that offers some nice features and a premium build quality, with a fair amount of cushioning and average drop, making it a great all-around road runner for easier runs. Pros: Great grip, decent cushioning, excellent stability shoe for over-pronators, durable, fits true to size, arch support.","Who should not buy: Don’t buy the GT 1000 9 if you are covering serious miles, planning to bring it on race day, or if you don’t over-pronate and would be better served by a neutral shoe. Cons: details not fully captured on the page excerpt for this pass."
ASICS GT 2000 10,https://runrepeat.com/asics-gt-2000-10,"Who should buy: The GT 2000 10 is ideal for runners on a budget or newer runners who need some arch or stability support. It is comfortable, responsive, and won’t take any time to break in or get used to, and it is a classic do-it-all type of training shoe that can fit a lot of different needs for a wide variety of runners. Pros: Lightweight stability shoe, responsive ride, comfortable, wide toe box, good lockdown, durable outsole, price.","Who should not buy: This shoe is not for runners who want a higher-performing stability shoe, who don’t need stability control shoes, or who want a fast race day shoe. Cons: Overly padded tongue, thick ankle collar, runs warm, feels a touch long."
ASICS GT 2000 11,https://runrepeat.com/asics-gt-2000-11,"Who should buy: The ASICS GT 2000 11 is an excellent choice for those who are looking for daily running shoes that are both supportive and comfortable, runners who need a daily trainer that’s both lightweight and responsive, and fans of the Cumulus 24 who have low arches or flat feet. Pros: A gentle stability shoe; well-cushioned; comfortable in-shoe feel; responsive ride; light for its kind; secure lockdown; breathable; great value for money.","Who should not buy: This might be a pass for runners with severe overpronation; we found it better to consider the ASICS Gel Kayano 30 instead, and for those who need just a touch of stability, the neutral ASICS Gel Nimbus 24 is our recommended option. Cons: Narrower-than-expected toebox; overly padded tongue."
ASICS GT 2000 12,https://runrepeat.com/asics-gt-2000-12,"Who should buy: We think the ASICS GT 2000 12 is an excellent pick for runners looking for a reliable daily trainer with a touch of stability support, particularly appealing to women who generally pronate a bit more than men, those seeking a versatile, not overly stacked shoe that does a great job in short and long runs and delivers consistent performance, and anyone in need of a comfortable, supportive shoe that offers a well-rounded experience at a great value. Pros: Stable yet non-intrusive; built for endurance on long runs; lightest model in its series; top-notch comfort; FF Blast+ cushioning for the first time in a GT 2000; PureGel technology for heel strikers; remarkable durability of the outsole; great value at $140.","Who should not buy: If you're on the hunt for the ultimate performance daily trainer, the GT 2000 12 might fall slightly short, and it might not be the ideal pick for running on the hottest summer days due to its somewhat limited ventilation. Cons: Breathability could be improved; might require a brief break-in period; FF Blast+ lacks energy return; inconsistent traction."
ASICS GT 2000 13,https://runrepeat.com/asics-gt-2000-13,"Who should buy: We've thoroughly tested the ASICS GT 2000 13 and we think it's a superb daily trainer for those with moderate stability issues seeking subtle support to align their stride without feeling restricted, loyal fans of the GT 2000 series who buy each version because this one feels familiar but better, and runners in need of a cushioned, durable, and stable daily trainer that’s built to last and is priced well below the Gel Kayano 31. Pros: Exceptionally durable; reliable; lighter than v12; heel-striker optimized; superior stability; can handle walking too; all-around comfort; Ortholite plush insole; optimized traction.","Who should not buy: In our view, the GT 2000 13 may not be the best option for forefoot strikers due to its high drop and the PureGEL technology in the heel, and it lacks the fun factor some runners seek. Cons: Not for speedy runs; insufficiently padded tongue; upper lacks vertical room."
ASICS GT 2000 14,https://runrepeat.com/asics-gt-2000-14,"Who should buy: In our view, the ASICS GT 2000 14 is a strong option if you have narrow feet and want a daily trainer that feels stable with every step, disliked the flat feel of FF Blast+ in earlier GT 2000 versions since the new FF Blast Max offers a better underfoot experience, or need a shoe that provides a supportive ride, excellent outsole durability plus versatility for everyday use. Pros: Improved FF Blast Max foam; outstanding outsole durability; stable design without feeling intrusive; reasonable weight; same price maintained despite upgrades; well-crafted, supportive upper; new outsole design improves flexibility; dependable traction.","Who should not buy: We think the ASICS GT 2000 14 is not the best option for heavier runners or those who crave maximum underfoot cushioning, and the tapered toebox could be a limiting factor for those who need extra room for toe splay. Cons: Limited breathability; tapered toebox may feel restrictive; still lacks a truly energetic ride; PureGEL doesn't add much value."
ASICS Jolt 4,https://runrepeat.com/asics-jolt-4,"Who should buy: We recommend the ASICS Jolt 4 as an excellent training companion for beginner runners looking for a neutral shoe that's also good for walking and gym days, heavyset runners or those with mild overpronation who need more firm cushioning for a stable yet protective ride, runners in warm climates that need a comfy and breathable shoe, and those in the market for a wallet-friendly and durable daily trainer that can tackle easy runs. Pros: Extremely breathable; flexible and forgiving; feels stable underfoot; durable outsole; performs consistently in the cold; works well for walking or gym days; budget-friendly.","Who should not buy: We found the Jolt 4's EVA midsole to be decidedly firm, so those who prefer softer cushioning from their daily trainers will be better served elsewhere, and it also lacks the responsiveness to facilitate fast-paced runs. Cons: Could be lighter; cushioning on the firm side; not responsive enough."
ASICS Magic Speed,https://runrepeat.com/asics-magic-speed,"Who should buy: This shoe focuses on customers exploring plated options for the first time, racers who want a speed-day shoe to pair with their MetaSpeed Skys, or runners who just want one shoe they can train and race in without the fuss of maintaining a shoe lineup. I recommend buying the Magic Speed if you like a firmer ride underfoot, not a lot of padding in the upper, and a little extra pop off your toes. Pros: Lightweight; affordable at $150; fast and nimble; smooth transitions; peppy toe-off; minimally padded; breathable; great grip.",Who should not buy: Don’t buy this shoe if you are looking for a plush daily trainer with a soft ride or a maximalist shoe for recovery days; this is not the right shoe for someone looking to trod along at a gentle pace. Cons: Not for wide feet; not built for comfort.
ASICS Magic Speed 2,https://runrepeat.com/asics-magic-speed-2,"Who should buy: The second iteration of the ASICS Magic Speed should be on your list of to-buys if you're looking for a shoe that can handle tempo runs, workout days, and even some races. Pros: Snappy kind of fast; unbothersome plate; velvety smooth transitions; secure when cornering; roomy toe box; tongue stays in place; not a bank breaker; grips on wet roads.","Who should not buy: The Magic Speed 2 is not perfect, and if a tippy-feeling heel is a deal breaker for you or if you want a bouncy ride, this ain't it. Cons: Heel feels tippy; it won't bounce you to your next step."
ASICS Magic Speed 3,https://runrepeat.com/asics-magic-speed-3,"Who should buy: We believe the ASICS Magic Speed 3 is an excellent choice for runners seeking a similar experience to the ASICS Metaspeed Sky+/Edge+ but at a more affordable price point, anyone searching for a feather-light shoe focused on tempo runs or faster paces, and those exploring their first carbon-plated shoe and aiming to spend the least amount possible. Pros: Perfectly balanced midsole; ample cushioning for extended runs; highly breathable monomesh upper; attractively priced; exceptionally lightweight; grippy and long-lasting outsole; great deal at $160 for a carbon-plated shoe.","Who should not buy: The Magic Speed 3 may not be suitable for every runner; for those chasing peak performance, a carbon plate alone isn't enough because FF Blast+ doesn't quite make that cut, and it might not be the best fit for runners with wide feet due to its very narrow midfoot. Cons: Likely too narrow for some; midsole could use more energy return; upper could be more durable; needs better energy return."
ASICS Magic Speed 4,https://runrepeat.com/asics-magic-speed-4,"Who should buy: We've tested the Magic Speed 4 in the lab and highly recommend it for those seeking the dynamic feel of a carbon-plated shoe without the high cost, runners wanting a resilient training partner to the more expensive Metaspeed series from ASICS, and heavyweight heel strikers with a neutral footstrike who want superior cushioning. Pros: Enhanced midsole; exceptional grip; superior durability; awesome traction; excellent value for a supertrainer; colossal cushioning; carbon plate; ideal for marathon-paced workouts; fantastic upper.","Who should not buy: While the Magic Speed 4 incorporates a carbon plate, its lack of a full-length superfoam and a lighter construction significantly diminish its appeal for those seeking top-tier performance, and its less-than-ideal support could pose challenges for runners who prefer a stable ride. Cons: Limited stability; low bounce; narrow fit."
ASICS Magic Speed 5,https://runrepeat.com/asics-magic-speed-5,"Who should buy: The ASICS Magic Speed 5 is a full reset that now suits beginners who want their first carbon-plated shoe that also works well for intervals and faster training days, runners looking for a lightweight, agile, and fun shoe at a more approachable price than most competition shoes, and fans of the Magic Speed 3 who were let down by version 4 and want a clear return to a lighter, more responsive feel. Pros: Feels like a Magic Speed again; full-length FF Leap foam; excellent ASICSGRIP traction score; outstanding breathability; nimble, race-inspired geometry; reasonable price; solid competition shoe for beginners; more flexible than super shoes; excellent lacing system.","Who should not buy: While the lower price of the Magic Speed 5 may look appealing, we think it’s not the best option for serious racers, and runners who enjoy a sky-high, maximalist feel may feel underwhelmed here. Cons: Energy return limited by FF Blast+; maybe too extreme for heel strikers; not appealing for serious runners."
